Year,State,State Abbr,State FIPS,District,Democratic %,Republican %,Voter Turnout %,Median Age,Median income,Male Population %,Female Population %,White %,White (non Hispanic or Latino) %,Hispanic or Latino %,Black %,American Indian %,Asian %,Pacific %,Multiracial %,Less than HS %,HS grad %,Some college %,Bachelor's degree %,Graduate degree %,Below poverty line %,Income under 25k %,Income 25k to 50k %,Income 50k to 75k %,Income above 75k %
2014,Utah,UT,49,4,45.81,50.92,28.22,30.2,27671,50.17,49.83,85.98,75.88,16.15,1.44,0.73,2.78,1.44,2.57,6.22,14.24,22.35,11.01,4.85,11.28,53.23,24.74,12.39,9.64
2014,Vermont,VT,50,1,64.41,31.03,37.17,42.2,27079,49.25,50.75,95.06,93.86,1.63,1.03,0.32,1.31,0.03,1.95,5.8,21.24,17.96,14.74,9.7,12.67,50.42,27.39,12.44,9.74
2014,Virginia,VA,51,1,34.38,62.9,34.95,37.9,35197,49.5,50.5,73.3,67.3,9.02,17.25,0.39,3.42,0.1,3.25,6.0,17.15,19.5,13.68,9.48,5.88,46.17,21.97,13.27,18.59
2014,Virginia,VA,51,2,41.13,58.68,28.79,35.0,31208,49.89,50.11,67.34,62.6,7.35,21.66,0.35,5.15,0.16,3.99,5.53,16.05,23.75,13.0,7.52,6.05,48.11,26.07,13.76,12.05
2014,Virginia,VA,51,3,94.43,0.0,24.84,32.9,23471,47.99,52.01,35.39,32.38,5.61,57.5,0.41,1.86,0.07,3.29,10.73,18.86,20.23,9.04,5.18,6.05,58.72,25.16,9.8,6.32
2014,Virginia,VA,51,4,37.52,60.15,34.58,38.5,30590,49.62,50.38,61.88,58.76,5.11,31.67,0.29,2.2,0.05,2.62,8.89,20.17,21.3,10.7,5.96,5.26,51.14,24.12,13.32,11.42
2014,Virginia,VA,51,5,35.85,60.86,34.72,41.9,25084,48.6,51.4,75.08,72.76,3.41,20.18,0.14,1.53,0.03,2.09,11.59,21.26,18.65,10.26,7.44,10.57,56.65,24.22,10.02,9.1
2014,Virginia,VA,51,6,0.0,74.51,30.18,39.6,24223,48.42,51.58,84.26,81.08,4.53,10.72,0.24,1.65,0.04,2.26,9.76,22.19,17.48,10.94,6.36,12.51,56.58,25.36,10.1,7.96
2014,Virginia,VA,51,7,36.95,60.83,40.83,39.5,34951,48.59,51.41,76.53,73.19,5.31,14.67,0.24,4.45,0.06,2.56,6.41,16.52,18.35,16.67,10.07,5.92,45.44,23.7,13.85,17.0
2014,Virginia,VA,51,8,63.08,31.42,29.35,35.3,50608,49.41,50.59,63.57,52.96,18.49,13.99,0.31,11.46,0.07,4.03,7.05,9.19,12.49,21.39,21.74,4.22,36.32,18.51,14.29,30.88
2014,Virginia,VA,51,9,0.0,72.15,27.55,41.5,20347,49.66,50.34,91.49,89.99,2.08,5.38,0.13,1.26,0.02,1.22,13.27,22.99,19.79,7.89,5.04,18.98,63.29,22.71,8.37,5.63
2014,Virginia,VA,51,10,40.36,56.49,35.23,37.1,47488,49.58,50.42,73.47,64.69,12.5,6.97,0.23,12.46,0.05,3.98,5.02,10.68,14.48,19.54,15.21,4.32,40.67,17.41,12.28,29.64
2014,Virginia,VA,51,11,56.86,40.36,27.38,35.8,46219,49.33,50.67,60.32,48.24,18.05,12.51,0.4,17.61,0.09,4.83,5.69,10.65,14.89,19.44,16.27,3.84,40.08,18.53,13.56,27.83
2014,Washington,WA,53,1,55.04,44.96,39.28,38.3,37410,50.02,49.98,82.2,76.71,8.32,1.11,1.04,9.27,0.23,3.95,4.93,13.37,22.59,17.63,9.6,8.26,45.12,21.0,13.06,20.82
2014,Washington,WA,53,2,60.57,39.43,34.53,37.6,29751,49.79,50.21,79.84,73.18,10.3,2.71,1.46,7.89,0.51,5.16,5.86,16.27,25.85,13.34,6.3,11.43,50.56,24.27,12.98,12.19
2014,Washington,WA,53,3,38.47,61.53,37.38,39.0,26826,49.56,50.44,87.11,82.08,8.47,1.5,0.92,3.15,0.51,4.18,6.81,18.67,26.54,9.87,5.31,13.76,54.15,23.49,12.14,10.23
2014,Washington,WA,53,4,0.0,100.0,29.67,33.2,23708,50.47,49.53,74.96,56.06,37.14,1.09,2.56,1.56,0.08,3.36,13.52,16.18,19.44,7.61,4.29,15.34,58.95,22.6,10.04,8.41
2014,Washington,WA,53,5,39.32,60.68,40.76,37.4,24200,49.87,50.13,88.78,85.0,5.96,1.71,1.73,2.37,0.31,3.75,5.2,17.02,25.25,11.4,6.78,16.4,57.11,23.62,10.84,8.43
2014,Washington,WA,53,6,62.98,37.02,39.79,41.7,28276,50.19,49.81,82.3,78.1,7.01,3.76,2.06,4.03,0.61,5.45,5.89,18.05,26.84,12.36,7.22,11.46,51.98,24.11,12.34,11.57
2014,Washington,WA,53,7,80.97,19.03,39.4,37.1,37497,49.98,50.02,76.31,71.87,7.46,4.37,0.81,10.58,0.6,5.32,4.04,9.04,19.13,24.57,16.5,8.03,41.64,22.83,14.32,21.22
2014,Washington,WA,53,8,36.73,63.27,36.0,37.7,34642,49.68,50.32,80.72,74.36,10.29,2.72,0.99,7.32,0.53,4.74,5.88,16.82,22.31,13.81,7.02,9.9,47.15,21.67,13.98,17.2
2014,Washington,WA,53,9,70.83,29.17,26.24,36.7,31836,50.04,49.96,55.08,48.16,11.77,11.04,0.81,22.14,1.17,6.38,8.14,14.15,19.77,17.01,9.7,6.99,49.09,22.33,12.29,16.28
2014,Washington,WA,53,10,54.7,45.3,32.29,35.6,30593,49.53,50.47,74.73,68.42,10.54,6.21,1.44,6.49,1.62,6.83,5.87,17.76,25.07,10.76,6.01,10.55,50.43,24.58,13.95,11.04
2014,West Virginia,WV,54,1,36.0,63.9,28.92,41.0,22056,49.69,50.31,94.89,93.99,1.2,2.34,0.18,0.89,0.04,1.46,8.66,28.47,17.82,8.76,5.41,18.71,60.84,22.67,9.61,6.89
2014,West Virginia,WV,54,2,43.88,47.08,31.23,41.7,24355,49.27,50.73,92.17,90.92,1.8,3.56,0.13,0.71,0.02,3.0,10.25,28.42,17.21,8.85,5.5,16.53,57.32,23.94,10.54,8.2
2014,West Virginia,WV,54,3,44.65,55.35,28.77,42.1,20317,49.04,50.96,93.85,93.26,0.89,3.67,0.19,0.53,0.04,1.51,13.84,29.1,17.02,6.71,4.14,22.02,64.52,21.72,7.95,5.8
2014,Wisconsin,WI,55,1,36.66,63.33,51.53,39.6,30112,49.72,50.28,88.37,81.73,9.2,5.38,0.33,1.64,0.03,2.35,6.21,21.77,21.81,11.96,5.98,10.39,48.83,25.96,14.24,10.97
2014,Wisconsin,WI,55,2,68.46,31.54,56.52,36.3,30366,49.52,50.48,87.35,83.44,6.09,4.23,0.31,3.81,0.02,2.65,4.63,16.67,19.15,15.59,10.14,11.16,47.25,26.86,14.03,11.87
2014,Wisconsin,WI,55,3,56.49,43.46,48.39,38.3,24799,50.33,49.67,94.22,92.77,2.24,1.07,0.63,2.05,0.04,1.44,5.77,23.03,21.42,10.06,5.24,15.0,54.44,27.66,11.2,6.69
2014,Wisconsin,WI,55,4,70.34,26.91,46.02,32.2,22472,48.15,51.85,53.19,43.61,16.04,34.0,0.56,3.53,0.03,3.61,10.09,17.84,17.59,10.45,6.01,10.62,59.98,23.33,10.34,6.35
2014,Wisconsin,WI,55,5,30.45,69.55,58.24,41.0,32061,48.95,51.05,92.69,88.9,5.29,1.79,0.25,2.4,0.01,1.71,4.55,19.54,21.42,16.25,7.72,8.11,45.05,26.82,14.88,13.25
2014,Wisconsin,WI,55,6,40.89,56.81,52.8,41.3,27417,50.25,49.75,93.33,90.5,4.13,1.59,0.45,2.13,0.02,1.53,6.2,24.62,21.31,11.49,5.42,10.19,50.73,27.92,12.96,8.4
2014,Wisconsin,WI,55,7,39.42,59.29,51.43,43.1,25846,50.33,49.67,93.83,92.43,2.01,0.69,2.04,1.51,0.02,1.56,6.52,26.24,22.65,9.96,4.84,12.66,52.72,28.51,11.58,7.19
2014,Wisconsin,WI,55,8,34.96,65.04,52.0,39.7,28033,49.93,50.07,90.92,88.19,4.64,1.25,2.36,2.1,0.01,2.01,5.83,24.68,21.25,11.58,4.72,9.97,49.72,28.5,13.65,8.13
2014,Wyoming,WY,56,1,22.9,68.47,37.11,36.8,29300,51.02,48.98,90.84,84.82,9.42,1.04,2.28,0.93,0.06,2.7,5.1,19.48,25.02,11.13,5.51,11.68,48.81,24.9,14.17,12.11
2016,Alabama,AL,1,1,0.0,96.38,39.64,39.1,23809,48.36,51.64,67.39,65.35,2.98,27.74,0.98,1.39,0.02,1.73,9.16,22.22,20.52,10.39,5.33,10.25,59.45,22.49,10.04,8.02
2016,Alabama,AL,1,2,40.53,48.77,51.93,38.2,22951,48.66,51.34,64.68,62.5,3.49,30.87,0.38,1.09,0.02,1.88,10.93,21.68,20.11,9.21,5.49,10.48,59.57,22.97,9.72,7.74
2016,Alabama,AL,1,3,32.93,66.93,52.11,38.1,22398,48.77,51.23,70.06,68.39,2.9,25.41,0.29,1.59,0.03,1.68,11.17,21.1,20.05,8.4,5.65,13.08,60.25,22.35,10.33,7.06
2016,Alabama,AL,1,4,0.0,98.53,44.89,40.7,21456,48.99,51.01,88.11,83.95,6.19,6.95,0.76,0.63,0.1,1.81,13.64,23.35,20.55,6.96,4.25,18.39,62.6,22.34,9.09,5.97
2016,Alabama,AL,1,5,33.16,66.7,55.16,39.3,26479,48.95,51.05,76.7,73.22,4.89,17.25,0.62,1.61,0.07,2.62,9.04,18.59,19.81,13.18,7.63,11.27,55.13,22.1,10.6,12.17
2016,Alabama,AL,1,6,25.42,74.49,60.93,38.8,30808,48.48,51.52,79.59,77.04,4.86,14.69,0.25,1.7,0.02,1.51,7.24,17.36,19.75,14.86,9.28,9.07,50.32,22.97,13.4,13.31
2016,Alabama,AL,1,7,98.41,0.0,44.01,35.8,18710,47.0,53.0,33.37,32.03,2.66,63.39,0.18,0.74,0.04,1.08,10.64,21.78,19.85,8.04,4.31,6.23,66.87,20.53,7.58,5.02
2016,Alaska,AK,2,1,36.02,50.32,53.27,33.6,31944,52.29,47.71,65.62,61.96,6.65,3.32,14.06,6.0,1.2,8.46,4.89,17.71,22.89,11.75,6.65,5.34,44.57,23.15,14.91,17.36
2016,Arizona,AZ,4,1,50.66,43.37,48.94,36.8,23676,50.39,49.61,65.0,49.48,21.66,2.33,23.57,1.59,0.17,3.33,9.41,17.2,22.66,9.22,6.03,11.7,61.19,21.2,9.56,8.06
2016,Arizona,AZ,4,2,43.04,56.96,51.65,40.6,25681,49.4,50.6,81.15,61.97,27.58,4.15,1.39,2.89,0.22,4.3,6.64,14.6,25.03,13.12,9.7,13.96,55.3,23.22,10.97,10.51
2016,Arizona,AZ,4,3,98.63,1.08,25.28,31.2,21247,50.02,49.98,71.38,27.52,61.93,4.66,4.04,1.76,0.13,3.26,14.54,16.23,18.74,6.06,3.13,19.73,65.21,22.43,7.64,4.72
2016,Arizona,AZ,4,4,28.55,71.45,46.22,47.0,23581,50.64,49.36,88.05,75.1,18.4,1.82,1.86,1.22,0.17,2.51,9.68,22.11,27.53,8.64,4.95,15.02,59.23,23.71,9.77,7.29
2016,Arizona,AZ,4,5,35.9,64.1,53.42,37.8,32437,49.07,50.93,85.58,71.67,17.7,2.98,1.02,4.55,0.25,2.97,4.73,14.54,23.76,14.77,8.14,9.68,48.22,23.5,13.24,15.04
2016,Arizona,AZ,4,6,37.87,62.13,50.59,41.8,34440,49.16,50.84,85.12,72.77,16.33,2.7,1.57,4.71,0.09,2.77,5.52,13.26,22.1,19.11,11.54,11.53,46.3,23.32,12.39,17.99
2016,Arizona,AZ,4,7,75.22,24.74,27.58,29.2,20970,50.25,49.75,63.21,20.6,64.04,9.73,2.78,2.35,0.26,3.31,18.44,15.78,14.78,5.26,2.73,28.72,68.19,21.27,6.63,3.9
2016,Arizona,AZ,4,8,0.0,68.55,48.44,41.3,30997,47.94,52.06,84.78,69.76,19.27,4.48,0.79,3.46,0.15,3.33,5.51,17.69,26.43,12.77,6.86,9.33,49.48,25.65,13.17,11.7
2016,Arizona,AZ,4,9,60.92,39.04,43.98,33.2,29111,50.46,49.54,76.06,56.84,27.51,5.38,3.0,4.81,0.28,4.03,7.21,12.97,21.18,15.0,9.01,14.18,51.81,24.88,11.49,11.82
2016,Arkansas,AR,5,1,0.0,76.28,43.08,39.5,20890,49.43,50.57,78.3,76.35,3.2,17.98,0.4,0.49,0.04,1.77,11.6,25.95,19.59,7.0,3.64,15.72,63.46,22.78,8.54,5.23
2016,Arkansas,AR,5,2,36.81,58.34,51.57,36.6,25878,48.49,51.51,72.51,68.97,4.99,22.17,0.3,1.56,0.05,2.34,7.24,20.47,19.77,11.9,6.94,11.0,55.26,24.42,11.19,9.12
2016,Arkansas,AR,5,3,0.0,77.32,46.87,35.2,24598,49.41,50.59,84.99,76.19,13.72,2.91,1.11,2.81,0.77,3.05,9.67,20.0,18.09,10.47,5.95,16.34,58.06,23.74,9.62,8.59
2016,Arkansas,AR,5,4,0.0,74.9,43.76,40.7,20765,48.96,51.04,74.79,71.94,5.61,19.62,0.7,0.63,0.01,1.68,11.0,26.08,19.83,7.28,3.66,15.46,63.58,22.75,8.45,5.22
2016,California,CA,6,1,40.95,59.05,53.74,42.6,23105,50.26,49.74,86.44,77.56,13.1,1.43,1.86,2.73,0.17,4.7,7.66,17.22,28.56,10.62,5.56,17.15,59.26,21.26,9.94,9.53
2016,California,CA,6,2,76.85,23.15,54.12,43.6,30796,49.65,50.35,80.43,71.58,17.29,1.51,2.12,3.69,0.21,4.87,6.91,13.35,22.76,17.21,11.43,10.41,49.95,19.85,11.61,18.59
2016,California,CA,6,3,59.35,40.65,42.04,34.8,26239,50.09,49.91,65.8,48.7,29.07,5.99,1.0,11.13,0.51,6.04,10.41,14.88,22.58,9.63,5.9,11.74,56.81,20.35,10.88,11.96
2016,California,CA,6,4,37.28,62.72,58.28,44.1,31810,49.73,50.27,85.36,76.77,12.9,1.32,1.04,4.8,0.18,4.26,5.25,15.47,27.59,15.18,7.76,9.81,49.93,20.34,12.23,17.49
2016,California,CA,6,5,76.87,23.13,45.21,39.9,30798,48.76,51.24,65.18,50.58,27.53,6.38,0.95,10.95,0.48,5.79,9.3,14.38,24.64,14.13,6.96,8.09,50.0,22.03,13.1,14.87
2016,California,CA,6,6,75.43,24.57,36.94,33.5,25394,48.63,51.37,53.09,37.65,27.86,12.45,0.76,15.63,1.34,7.0,10.67,15.18,21.46,11.41,5.95,12.82,57.94,21.04,10.78,10.24
2016,California,CA,6,7,51.17,48.83,46.56,38.1,31769,49.07,50.93,64.75,54.49,16.89,7.5,0.7,15.14,0.8,6.93,6.74,14.06,24.84,14.62,7.41,8.94,51.05,20.23,13.21,15.51
2016,California,CA,6,8,37.74,62.26,39.07,33.9,23142,49.85,50.15,75.61,46.43,39.05,8.22,1.41,3.02,0.35,4.36,10.89,17.93,23.08,6.07,3.84,19.08,63.2,18.83,9.7,8.27
2016,California,CA,6,9,57.36,42.64,37.91,34.3,25344,49.4,50.6,55.23,34.77,38.15,8.88,0.72,14.35,0.55,8.82,12.6,15.89,21.49,8.48,3.75,10.08,58.97,19.62,10.17,11.24
2016,California,CA,6,10,48.3,51.7,40.6,34.1,25313,49.62,50.38,72.68,43.94,42.42,3.18,0.62,6.57,0.65,5.33,12.92,17.8,21.07,7.44,3.31,13.96,58.77,20.47,10.5,10.26
2016,California,CA,6,11,72.05,27.95,45.1,39.6,35583,48.67,51.33,61.71,46.92,26.27,8.41,0.41,13.57,0.51,5.86,8.24,11.84,19.44,18.25,11.08,6.62,48.2,18.73,12.15,20.92
2016,California,CA,6,12,80.87,0.0,42.74,38.2,43902,51.19,48.81,50.41,43.46,14.82,5.43,0.36,31.9,0.4,4.95,9.83,9.41,15.62,26.86,18.11,5.06,40.94,17.05,13.11,28.91
2016,California,CA,6,13,90.78,9.22,46.4,36.6,31665,48.75,51.25,44.2,34.44,21.79,17.71,0.74,20.54,0.6,6.79,10.44,10.32,16.88,17.59,14.63,6.09,49.89,19.57,12.14,18.4
2016,California,CA,6,14,80.86,19.14,38.14,39.4,38583,49.3,50.7,47.03,35.0,24.06,3.05,0.34,32.88,1.37,5.09,8.49,11.97,18.88,19.8,12.01,4.07,44.84,19.48,12.6,23.08
2016,California,CA,6,15,73.77,26.23,38.22,37.8,40519,49.22,50.78,48.12,34.41,22.9,6.11,0.54,31.39,1.11,6.03,7.31,13.39,18.58,18.1,10.81,4.61,45.68,18.3,12.56,23.46
2016,California,CA,6,16,58.03,41.97,30.04,29.9,18655,49.79,50.21,57.0,22.9,59.84,5.96,1.07,9.31,0.18,4.03,19.52,14.34,16.94,4.78,2.16,20.58,70.37,17.74,6.75,5.14
2016,California,CA,6,17,100.0,0.0,30.46,36.5,45753,50.45,49.55,31.81,24.66,16.46,2.57,0.4,52.72,0.5,4.44,6.55,10.51,14.5,20.22,18.18,3.06,44.75,16.07,10.9,28.27
2016,California,CA,6,18,71.15,28.85,48.33,39.9,50918,49.92,50.08,65.58,55.31,16.71,1.91,0.29,21.58,0.36,4.86,4.68,7.88,15.06,20.9,21.4,5.07,41.08,15.1,11.29,32.53
2016,California,CA,6,19,73.94,26.06,34.39,35.7,31165,50.25,49.75,45.44,25.65,40.79,3.06,0.62,27.36,0.47,5.23,13.29,12.54,18.08,14.28,7.83,5.64,52.29,18.76,10.84,18.12
2016,California,CA,6,20,70.75,29.25,42.24,34.1,25148,50.48,49.52,73.29,37.56,52.36,1.95,0.73,5.23,0.33,4.19,15.58,12.18,18.02,10.36,6.61,14.19,58.53,19.31,9.98,12.17
2016,California,CA,6,21,43.26,56.74,24.66,28.9,17947,52.87,47.13,70.42,17.41,73.79,4.14,1.13,3.12,0.21,2.78,23.59,14.63,13.72,3.27,1.32,28.3,73.19,17.06,5.81,3.94
2016,California,CA,6,22,32.43,67.57,40.21,32.5,24883,49.34,50.66,73.54,40.34,46.67,3.14,0.98,7.62,0.19,4.04,12.12,13.97,20.31,9.63,5.0,18.88,59.25,19.67,10.54,10.55
2016,California,CA,6,23,30.82,69.18,42.04,33.6,26097,50.71,49.29,74.57,47.31,38.16,6.47,1.09,5.13,0.16,3.96,11.05,16.97,22.21,8.04,4.22,17.07,59.01,18.57,10.67,11.76
2016,California,CA,6,24,53.42,46.58,49.89,35.7,26738,50.39,49.61,78.63,55.27,35.58,1.99,0.87,4.66,0.15,3.9,9.99,11.75,20.75,12.83,8.13,12.99,54.54,20.69,11.0,13.77
2016,California,CA,6,25,46.87,53.13,42.88,35.7,31605,49.76,50.24,64.73,43.06,37.78,7.78,0.58,8.14,0.16,5.4,9.57,14.31,22.09,11.55,5.74,9.35,53.95,18.77,11.04,16.24
2016,California,CA,6,26,60.38,39.62,45.38,36.8,29920,49.6,50.4,79.37,44.16,44.7,1.85,0.74,6.83,0.18,4.22,11.72,11.84,20.6,13.05,8.13,11.22,52.8,19.7,10.89,16.61
2016,California,CA,6,27,67.42,32.58,33.61,41.4,29935,48.53,51.47,40.84,27.27,27.72,4.61,0.34,37.93,0.21,3.58,10.53,13.38,18.2,17.8,11.72,4.88,54.65,18.18,10.52,16.65
2016,California,CA,6,28,77.99,22.01,34.95,39.2,30206,50.06,49.94,67.16,54.69,25.91,2.77,0.35,13.41,0.12,4.01,10.09,12.59,19.6,22.34,11.3,11.34,51.61,19.7,11.61,17.08
2016,California,CA,6,29,100.0,0.0,25.26,33.4,21439,49.86,50.14,58.14,18.39,68.65,3.87,0.55,7.81,0.12,2.5,20.56,16.2,15.13,9.39,3.03,15.05,65.31,20.65,7.91,6.12
2016,California,CA,6,30,72.64,27.36,37.83,39.1,32427,49.21,50.79,66.51,50.57,28.76,4.75,0.35,12.46,0.16,4.6,8.2,12.85,19.89,19.68,10.13,8.93,49.7,19.69,12.07,18.54
2016,California,CA,6,31,56.07,43.93,35.35,32.0,24866,49.27,50.73,61.47,27.17,52.2,10.63,0.71,7.79,0.29,4.84,12.42,14.73,19.87,8.8,5.22,14.27,61.2,19.14,9.69,9.97
2016,California,CA,6,32,100.0,0.0,27.26,35.6,23182,49.16,50.84,47.6,16.22,61.95,2.87,0.67,17.51,0.19,3.51,16.57,17.41,18.02,9.59,3.8,8.18,62.19,20.22,9.37,8.21
2016,California,CA,6,33,66.44,33.56,48.51,41.1,50666,48.33,51.67,74.11,65.77,12.63,2.88,0.31,14.0,0.2,5.34,2.97,7.24,16.28,26.1,19.57,6.73,41.0,15.2,12.4,31.39
2016,California,CA,6,34,100.0,0.0,22.96,34.3,18838,50.92,49.08,39.64,10.46,64.35,4.4,0.93,19.56,0.18,2.67,23.99,13.74,13.5,11.77,4.55,12.75,69.82,17.29,6.44,6.45
2016,California,CA,6,35,72.39,27.61,27.55,31.4,22362,50.28,49.72,50.39,14.49,70.01,6.85,0.9,6.63,0.37,4.24,18.17,16.14,17.19,6.65,2.33,9.96,64.71,20.51,8.73,6.05
2016,California,CA,6,36,62.05,37.95,37.44,39.6,22531,50.2,49.8,67.98,41.46,48.74,4.28,1.16,3.2,0.17,3.55,14.09,18.05,21.49,8.5,5.4,14.55,61.75,20.04,8.89,9.32
2016,California,CA,6,37,100.0,0.0,34.97,35.3,26073,48.32,51.68,41.84,25.1,38.17,23.5,0.8,10.2,0.15,3.96,13.72,12.12,17.34,15.37,10.19,7.96,57.13,19.14,10.15,13.58
2016,California,CA,6,38,70.48,29.52,34.47,36.6,26030,48.96,51.04,51.33,16.95,61.95,3.98,0.71,15.36,0.27,3.46,14.16,16.99,20.21,9.92,4.49,7.82,58.81,20.85,10.43,9.9
2016,California,CA,6,39,42.77,57.23,37.39,38.3,31915,49.15,50.85,53.23,31.51,33.5,2.2,0.38,30.15,0.24,4.15,7.74,12.46,20.29,18.18,8.99,6.1,52.14,19.03,12.04,16.79
2016,California,CA,6,40,71.37,0.0,25.04,30.2,18721,49.47,50.53,54.78,4.71,87.59,4.89,0.56,2.43,0.16,1.83,27.69,13.64,11.66,3.99,1.36,17.36,72.59,18.22,5.86,3.32
2016,California,CA,6,41,64.95,35.05,32.25,30.6,23672,49.45,50.55,54.0,24.26,58.59,9.35,0.81,5.43,0.35,3.99,14.97,15.85,18.12,6.29,3.72,11.48,62.95,20.28,9.38,7.4
2016,California,CA,6,42,41.18,58.82,40.0,34.8,30248,49.71,50.29,66.82,43.78,37.99,5.35,0.67,9.12,0.37,5.39,8.94,15.75,23.23,10.16,5.25,9.03,55.34,18.74,11.56,14.35
2016,California,CA,6,43,76.08,23.92,34.14,34.7,24413,48.22,51.78,35.51,14.64,46.75,22.93,0.51,12.64,0.49,5.15,14.98,14.8,19.14,11.22,4.96,7.41,59.87,20.63,9.68,9.82
2016,California,CA,6,44,100.0,0.0,28.99,31.3,20425,49.07,50.93,45.15,6.63,70.02,15.88,0.97,5.74,0.62,3.7,21.95,15.05,15.5,5.27,1.94,13.31,67.78,19.51,7.46,5.26
2016,California,CA,6,45,41.44,58.56,44.15,39.1,41503,48.92,51.08,63.22,52.24,18.44,1.91,0.27,23.5,0.23,4.49,4.34,8.72,18.67,22.18,14.28,5.48,46.06,16.79,12.18,24.97
2016,California,CA,6,46,100.0,0.0,25.75,31.5,22377,50.12,49.88,59.53,18.2,66.38,1.63,0.53,12.45,0.33,2.31,20.94,14.53,15.21,7.99,2.8,13.99,63.8,21.76,8.09,6.35
2016,California,CA,6,47,63.72,36.28,36.33,36.5,27504,49.34,50.66,54.99,31.66,35.35,7.41,0.97,21.84,0.74,4.88,12.32,13.08,21.0,13.27,7.02,10.57,55.95,19.49,11.15,13.42
2016,California,CA,6,48,41.68,58.32,44.56,41.0,37068,49.38,50.62,67.65,56.11,21.28,1.17,0.38,17.94,0.33,4.13,7.65,10.71,21.62,20.24,11.38,6.39,46.98,18.69,12.24,22.09
2016,California,CA,6,49,49.74,50.26,49.67,37.1,33506,50.6,49.4,79.03,61.35,25.97,2.69,0.46,6.63,0.37,4.22,6.44,10.67,20.73,17.48,11.01,9.47,49.05,19.54,11.07,20.34
2016,California,CA,6,50,36.55,63.45,45.83,36.9,29009,49.57,50.43,78.25,57.04,30.56,2.81,1.15,5.52,0.38,5.26,9.62,15.03,23.5,11.9,5.87,12.7,54.09,21.3,11.22,13.4
2016,California,CA,6,51,72.75,27.25,31.02,31.5,19994,50.55,49.45,64.81,13.34,70.09,6.71,0.71,8.3,0.34,3.95,19.33,15.05,18.06,6.08,2.29,18.21,68.99,18.89,7.28,4.84
2016,California,CA,6,52,56.53,43.47,46.33,36.3,40579,50.33,49.67,69.41,58.73,14.24,3.05,0.5,19.73,0.32,4.97,3.37,8.37,18.24,22.41,16.94,6.95,44.57,18.66,13.2,23.58
2016,California,CA,6,53,67.01,32.99,43.05,34.9,31646,50.0,50.0,65.25,40.59,33.52,8.22,0.55,13.41,0.75,6.05,7.74,12.77,22.93,15.83,8.79,9.82,50.06,22.43,13.38,14.13
2016,Colorado,CO,8,1,67.87,27.71,57.34,34.8,32901,50.01,49.99,78.7,57.54,27.94,8.54,0.86,3.38,0.06,3.38,8.76,12.67,17.04,19.8,12.25,12.48,45.38,25.02,13.63,15.97
2016,Colorado,CO,8,2,56.89,37.17,71.26,37.4,32270,50.42,49.58,90.38,82.99,10.43,0.89,0.44,3.14,0.1,2.85,2.53,10.55,18.03,20.85,14.63,11.21,46.34,22.72,13.03,17.92
2016,Colorado,CO,8,3,40.35,54.6,64.51,39.8,25996,50.26,49.74,88.32,71.1,24.38,1.02,2.2,0.7,0.12,2.57,7.07,18.69,22.41,13.4,6.99,15.41,53.98,25.13,11.68,9.2
2016,Colorado,CO,8,4,31.65,63.55,66.49,36.9,31488,50.43,49.57,89.36,72.71,21.74,1.41,0.79,1.77,0.09,2.78,6.39,15.6,21.22,14.61,7.37,10.85,48.9,22.88,12.9,15.32
2016,Colorado,CO,8,5,30.85,62.28,60.04,35.4,29522,50.95,49.05,81.78,72.22,15.39,5.72,0.63,2.45,0.31,5.11,4.22,14.57,23.77,13.92,8.81,9.83,50.93,24.29,12.12,12.66
2016,Colorado,CO,8,6,42.6,50.91,60.59,36.0,35200,49.24,50.76,74.18,62.11,19.76,9.19,0.6,5.77,0.2,4.13,5.3,13.16,19.93,17.61,9.59,6.81,45.12,23.69,14.05,17.14
2016,Colorado,CO,8,7,55.18,39.8,58.86,36.0,31922,50.03,49.97,87.75,64.57,28.3,1.55,1.11,3.19,0.09,3.13,8.01,16.96,21.11,13.79,7.33,11.47,46.28,27.2,13.83,12.69
2016,Connecticut,CT,9,1,64.13,33.77,50.64,40.6,34763,48.15,51.85,70.59,62.38,15.99,15.19,0.31,4.92,0.04,3.45,7.5,18.95,17.85,14.5,10.82,6.82,45.51,22.89,14.7,16.89
2016,Connecticut,CT,9,2,63.23,33.66,55.56,41.5,32932,50.12,49.88,86.61,82.3,7.9,3.92,0.38,3.28,0.01,3.49,5.49,20.31,19.27,13.3,10.19,7.04,46.39,21.94,14.88,16.79
2016,Connecticut,CT,9,3,67.08,30.96,50.39,39.6,32266,48.04,51.96,73.92,65.82,14.51,13.66,0.24,4.26,0.02,2.69,6.59,20.86,17.02,13.21,11.41,7.32,47.82,22.1,14.63,15.45
2016,Connecticut,CT,9,4,59.9,40.1,50.24,39.5,37187,48.69,51.31,73.12,62.21,18.85,12.52,0.24,5.17,0.03,2.75,6.67,14.02,13.67,18.05,14.62,5.75,46.27,18.45,11.24,24.04
2016,Connecticut,CT,9,5,58.0,42.0,51.18,41.6,33450,48.88,51.12,81.62,70.94,17.52,6.52,0.14,3.63,0.04,2.54,7.59,19.8,17.52,13.91,10.55,8.73,46.93,22.34,13.63,17.1
2016,Delaware,DE,10,1,55.53,40.96,54.81,39.6,30648,48.4,51.6,69.22,63.5,8.84,21.72,0.37,3.68,0.05,2.76,7.68,21.34,18.66,12.39,8.51,7.87,49.24,24.72,13.33,12.71
